03035500	100%	200	200003
03035600	100%	200	200003
03035700	100%	200	200003
03035910	100%	200	200003
03035920	100%	200	200003
03035990	100%	200	200003
03036600	100%	200	200003
03036700	100%	200	200003
03036800	100%	200	200003
03036910	100%	200	200003
03036990	100%	200	200003
03038111	100%	200	200003
03038112	100%	200	200003
03038113	100%	200	200003
03038114	100%	200	200003
03038119	100%	200	200003
03038190	100%	200	200003
03038200	100%	200	200003
03038311	100%	200	200003
03038319	100%	200	200003
03038321	100%	200	200003
03038329	100%	200	200003
03038400	100%	200	200003
03038910	100%	200	200003
03038920	100%	200	200003
03038932	100%	200	200003
03038933	100%	200	200003
03038941	100%	200	200003
03038942	100%	200	200003
03038943	100%	200	200003
03038944	100%	200	200003
03038945	100%	200	200003
03038946	100%	200	200003
03038951	100%	200	200003
03038952	100%	200	200003
03038953	100%	200	200003
03038954	100%	200	200003
03038955	100%	200	200003
03038956	100%	200	200003
03038961	100%	200	200003
03038962	100%	200	200003
03038963	100%	200	200003
03038964	100%	200	200003
03038965	100%	200	200003
03038990	100%	200	200003
03043100	100%	200	200003
03043210	100%	200	200003
03043290	100%	200	200003
03043300	100%	200	200003
03043900	100%	200	200003
03046100	100%	200	200003
03046210	100%	200	200003
03046290	100%	200	200003
03046300	100%	200	200003
03046900	100%	200	200003
04011010	100%	200	200003
04011090	100%	200	200003
04012010	100%	200	200003
04012090	100%	200	200003
04014010	100%	200	200003
04015010	100%	200	200003
04021010	100%	200	200003
04021090	100%	200	200003
04022110	100%	200	200003
04022120	100%	200	200003
04022910	100%	200	200003
04022920	100%	200	200003
04051000	100%	200	200003
04061010	100%	200	200003
04061090	100%	200	200003
04062000	100%	200	200003
04069010	100%	200	200003
04069020	100%	200	200003
04069030	100%	200	200003
07133319	100%	200	200003
07133329	100%	200	200003
07133399	100%	200	200003
07133590	100%	200	200003
09011110	100%	200	200003
09011190	100%	200	200003
09011200	100%	200	200003
09012100	100%	200	200003
09012200	100%	200	200003
09019000	100%	200	200003
09030010	100%	200	200003
09030090	100%	200	200003
10062010	100%	200	200003
10062020	100%	200	200003
10063011	100%	200	200003
10063019	100%	200	200003
10063021	100%	200	200003
10063029	100%	200	200003
10064000	100%	200	200003
11010010	100%	200	200003
11022000	100%	200	200003
11029000	100%	200	200003
11031300	100%	200	200003
11041200	100%	200	200003
11041900	100%	200	200003
11042200	100%	200	200003
11042300	100%	200	200003
11062000	100%	200	200003
15132120	100%	200	200003
15171000	100%	200	200003
17011400	100%	200	200003
17019900	100%	200	200003
19011010	100%	200	200003
19011090	100%	200	200003
19012010	100%	200	200003
19012090	100%	200	200003
19019090	100%	200	200003
19021100	100%	200	200003
19021900	100%	200	200003
19021900	100%	200	200003
19030000	100%	200	200003
19059090	100%	200	200003
21011110	100%	200	200003
21011190	100%	200	200003
21011200	100%	200	200003
21069090	100%	200	200003
21069090	100%	200	200003
25010020	100%	200	200003
25010090	100%	200	200003
90251111	100%	200	200004
90251119	100%	200	200004
90251191	100%	200	200004
90251199	100%	200	200004
90251910	100%	200	200004
90251990	100%	200	200004
90258000	100%	200	200004
90259010	100%	200	200004
90259090	100%	200	200004
90181100	100%	200	200004
90181210	100%	200	200004
90181290	100%	200	200004
90181300	100%	200	200004
90181980	100%	200	200004
90181980	100%	200	200004
90181980	100%	200	200004
90182010	100%	200	200004
90182020	100%	200	200004
90182090	100%	200	200004
90189010	100%	200	200004
90189099	100%	200	200004
90192040	100%	200	200004
90211010	100%	200	200004
90211020	100%	200	200004
90213110	100%	200	200004
90213120	100%	200	200004
90213190	100%	200	200004
90213911	100%	200	200004
90213919	100%	200	200004
90213920	100%	200	200004
90213930	100%	200	200004
90213940	100%	200	200004
90213980	100%	200	200004
90213991	100%	200	200004
90213999	100%	200	200004
90221200	100%	200	200004
90221311	100%	200	200004
90221319	100%	200	200004
90221390	100%	200	200004
90221411	100%	200	200004
90221412	100%	200	200004
90221413	100%	200	200004
90221419	100%	200	200004
90221490	100%	200	200004
90221910	100%	200	200004
90221991	100%	200	200004
90221999	100%	200	200004
90222110	100%	200	200004
90222120	100%	200	200004
90222190	100%	200	200004
90251111	100%	200	200004
90251119	100%	200	200004
90251191	100%	200	200004
90251199	100%	200	200004
90251910	100%	200	200004
90251990	100%	200	200004
90258000	100%	200	200004
90259010	100%	200	200004
90259090	100%	200	200004
90181980	100%	200	200004
90181980	100%	200	200004
90181980	100%	200	200004
90182010	100%	200	200004
90182020	100%	200	200004
90182090	100%	200	200004
90189010	100%	200	200004
90189099	100%	200	200004
90192040	100%	200	200004
90211010	100%	200	200004
90211020	100%	200	200004
90213110	100%	200	200004
90213120	100%	200	200004
90213190	100%	200	200004
90213911	100%	200	200004
90213919	100%	200	200004
90213920	100%	200	200004
90213930	100%	200	200004
90213940	100%	200	200004
90213980	100%	200	200004
90221200	100%	200	200004
90221311	100%	200	200004
90221319	100%	200	200004
90221390	100%	200	200004
90221411	100%	200	200004
90221412	100%	200	200004
90221413	100%	200	200004
90221419	100%	200	200004
90221490	100%	200	200004
90221910	100%	200	200004
90221999	100%	200	200004
90222190	100%	200	200004
83024100	100%	200	200007
87131000	100%	200	200007
87139000	100%	200	200007
87142000	100%	200	200007
90214000	100%	200	200007
90219019	100%	200	200007
90219092	100%	200	200007
25010090	100%	200	200009
28444200	100%	200	200009
29362931	100%	200	200009
30021211	100%	200	200009
30021211	100%	200	200009
30021211	100%	200	200009
30021211	100%	200	200009
30021211	100%	200	200009
30021211	100%	200	200009
30021211	100%	200	200009
30021211	100%	200	200009
30021211	100%	200	200009
30021212	100%	200	200009
30021215	100%	200	200009
30021219	100%	200	200009
30021219	100%	200	200009
30021239	100%	200	200009
30021239	100%	200	200009
30021239	100%	200	200009
30021239	100%	200	200009
30021239	100%	200	200009
30021239	100%	200	200009
30021239	100%	200	200009
30021239	100%	200	200009
30021239	100%	200	200009
30021239	100%	200	200009
30021239	100%	200	200009
30021239	100%	200	200009
30021510	100%	200	200009
30021510	100%	200	200009
30021520	100%	200	200009
30021520	100%	200	200009
30021520	100%	200	200009
30021580	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30021590	100%	200	200009
30022032	100%	200	200009
30024121	100%	200	200009
30024122	100%	200	200009
30024122	100%	200	200009
30024123	100%	200	200009
30024125	100%	200	200009
30024125	100%	200	200009
30024127	100%	200	200009
30024127	100%	200	200009
30024127	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30024129	100%	200	200009
30029000	100%	200	200009
30042032	100%	200	200009
30042059	100%	200	200009
30042059	100%	200	200009
30042059	100%	200	200009
30042063	100%	200	200009
30042069	100%	200	200009
30042069	100%	200	200009
30042069	100%	200	200009
30042071	100%	200	200009
30042091	100%	200	200009
30042093	100%	200	200009
30042094	100%	200	200009
30042095	100%	200	200009
30042099	100%	200	200009
30042099	100%	200	200009
30042099	100%	200	200009
30042099	100%	200	200009
30043039	100%	200	200009
30043100	100%	200	200009
30043100	100%	200	200009
30043210	100%	200	200009
30043210	100%	200	200009
30043210	100%	200	200009
30043220	100%	200	200009
30043290	100%	200	200009
30043290	100%	200	200009
30043918	100%	200	200009
30043918	100%	200	200009
30043918	100%	200	200009
30043919	100%	200	200009
30043926	100%	200	200009
30043927	100%	200	200009
30043927	100%	200	200009
30043929	100%	200	200009
30043929	100%	200	200009
30043929	100%	200	200009
30043929	100%	200	200009
30043929	100%	200	200009
30043929	100%	200	200009
30043929	100%	200	200009
30043936	100%	200	200009
30043936	100%	200	200009
30043939	100%	200	200009
30043939	100%	200	200009
30043994	100%	200	200009
30043999	100%	200	200009
30044910	100%	200	200009
30044910	100%	200	200009
30044910	100%	200	200009
30044910	100%	200	200009
30044950	100%	200	200009
30044990	100%	200	200009
30044990	100%	200	200009
30044990	100%	200	200009
30044990	100%	200	200009
30044990	100%	200	200009
30044990	100%	200	200009
30044990	100%	200	200009
30044990	100%	200	200009
30044990	100%	200	200009
30044990	100%	200	200009
30044990	100%	200	200009
30044990	100%	200	200009
30045010	100%	200	200009
30045090	100%	200	200009
30045090	100%	200	200009
30045090	100%	200	200009
30046000	100%	200	200009
30046000	100%	200	200009
30046000	100%	200	200009
30046000	100%	200	200009
30049012	100%	200	200009
30049014	100%	200	200009
30049019	100%	200	200009
30049019	100%	200	200009
30049019	100%	200	200009
30049019	100%	200	200009
30049019	100%	200	200009
30049019	100%	200	200009
30049019	100%	200	200009
30049019	100%	200	200009
30049019	100%	200	200009
30049029	100%	200	200009
30049029	100%	200	200009
30049029	100%	200	200009
30049034	100%	200	200009
30049034	100%	200	200009
30049035	100%	200	200009
30049038	100%	200	200009
30049039	100%	200	200009
30049039	100%	200	200009
30049039	100%	200	200009
30049039	100%	200	200009
30049039	100%	200	200009
30049039	100%	200	200009
30049039	100%	200	200009
30049039	100%	200	200009
30049039	100%	200	200009
30049041	100%	200	200009
30049042	100%	200	200009
30049043	100%	200	200009
30049047	100%	200	200009
30049048	100%	200	200009
30049048	100%	200	200009
30049049	100%	200	200009
30049049	100%	200	200009
30049049	100%	200	200009
30049049	100%	200	200009
30049058	100%	200	200009
30049058	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049059	100%	200	200009
30049063	100%	200	200009
30049063	100%	200	200009
30049064	100%	200	200009
30049066	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049068	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049069	100%	200	200009
30049072	100%	200	200009
30049072	100%	200	200009
30049076	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049078	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049079	100%	200	200009
30049095	100%	200	200009
30049095	100%	200	200009
30049095	100%	200	200009
30049095	100%	200	200009
30049099	100%	200	200009
30049099	100%	200	200009
30049099	100%	200	200009
30049099	100%	200	200009
30049099	100%	200	200009
30049099	100%	200	200009
30049099	100%	200	200009
30049099	100%	200	200009
30049099	100%	200	200009
30049099	100%	200	200009
30049099	100%	200	200009
30063013	100%	200	200009
04072100	100%	200	200014
04072900	100%	200	200014
06011000	100%	200	200014
06012000	100%	200	200014
06021000	100%	200	200014
06022000	100%	200	200014
06023000	100%	200	200014
06024000	100%	200	200014
06029010	100%	200	200014
06029021	100%	200	200014
06029029	100%	200	200014
06029081	100%	200	200014
06029082	100%	200	200014
06029083	100%	200	200014
06029089	100%	200	200014
06029090	100%	200	200014
06031100	100%	200	200014
06031200	100%	200	200014
06031300	100%	200	200014
06031400	100%	200	200014
06031500	100%	200	200014
06031900	100%	200	200014
06039000	100%	200	200014
06042000	100%	200	200014
06049000	100%	200	200014
07011000	100%	200	200014
07019000	100%	200	200014
07031011	100%	200	200014
07031019	100%	200	200014
07031021	100%	200	200014
07031029	100%	200	200014
07032010	100%	200	200014
07032090	100%	200	200014
07039010	100%	200	200014
07039090	100%	200	200014
07041000	100%	200	200014
07042000	100%	200	200014
07049000	100%	200	200014
07051100	100%	200	200014
07051900	100%	200	200014
07052100	100%	200	200014
07052900	100%	200	200014
07061000	100%	200	200014
07069000	100%	200	200014
07081000	100%	200	200014
07082000	100%	200	200014
07089000	100%	200	200014
07092000	100%	200	200014
07093000	100%	200	200014
07094000	100%	200	200014
07095100	100%	200	200014
07095200	100%	200	200014
07095300	100%	200	200014
07095400	100%	200	200014
07095500	100%	200	200014
07095600	100%	200	200014
07095900	100%	200	200014
07096000	100%	200	200014
07097000	100%	200	200014
07099100	100%	200	200014
07099200	100%	200	200014
07099300	100%	200	200014
07099911	100%	200	200014
07099919	100%	200	200014
07099990	100%	200	200014
07101000	100%	200	200014
07102100	100%	200	200014
07102200	100%	200	200014
07102900	100%	200	200014
07103000	100%	200	200014
07104000	100%	200	200014
07109000	100%	200	200014
07141000	100%	200	200014
07142000	100%	200	200014
07143000	100%	200	200014
07144000	100%	200	200014
07145000	100%	200	200014
07149000	100%	200	200014
07020000	100%	200	200014
07070000	100%	200	200014
07095100	100%	200	200014
07095200	100%	200	200014
07095300	100%	200	200014
07095400	100%	200	200014
07095500	100%	200	200014
07095600	100%	200	200014
07095900	100%	200	200014
08031000	100%	200	200014
08039000	100%	200	200014
08041010	100%	200	200014
08041020	100%	200	200014
08042010	100%	200	200014
08042020	100%	200	200014
08043000	100%	200	200014
08044000	100%	200	200014
08045010	100%	200	200014
08045020	100%	200	200014
08045030	100%	200	200014
08051000	100%	200	200014
08052100	100%	200	200014
08052200	100%	200	200014
08052900	100%	200	200014
08054000	100%	200	200014
08055000	100%	200	200014
08059000	100%	200	200014
08061000	100%	200	200014
08062000	100%	200	200014
08071100	100%	200	200014
08071900	100%	200	200014
08072000	100%	200	200014
08081000	100%	200	200014
08083000	100%	200	200014
08084000	100%	200	200014
08091000	100%	200	200014
08092100	100%	200	200014
08092900	100%	200	200014
08093010	100%	200	200014
08093020	100%	200	200014
08094000	100%	200	200014
08101000	100%	200	200014
08102000	100%	200	200014
08103000	100%	200	200014
08104000	100%	200	200014
08105000	100%	200	200014
08106000	100%	200	200014
08107000	100%	200	200014
08109011	100%	200	200014
08109012	100%	200	200014
08109013	100%	200	200014
08109014	100%	200	200014
08109015	100%	200	200014
08109016	100%	200	200014
08109017	100%	200	200014
08109090	100%	200	200014
08111000	100%	200	200014
08112000	100%	200	200014
08119000	100%	200	200014
08011100	100%	200	200014
08011200	100%	200	200014
08011900	100%	200	200014
28444390	60%	200	200030
30021221	60%	200	200030
30021221	60%	200	200030
30021222	60%	200	200030
30021223	60%	200	200030
30021229	60%	200	200030
30049099	60%	200	200030
30049099	60%	200	200030
30059090	60%	200	200030
37011010	60%	200	200030
37011029	60%	200	200030
37021010	60%	200	200030
37021020	60%	200	200030
38210000	60%	200	200030
38221100	60%	200	200030
38221200	60%	200	200030
38221300	60%	200	200030
38221910	60%	200	200030
38221920	60%	200	200030
38221930	60%	200	200030
38221940	60%	200	200030
38221990	60%	200	200030
38249989	60%	200	200030
39174010	60%	200	200030
39174090	60%	200	200030
39174010	60%	200	200030
39174090	60%	200	200030
39269030	60%	200	200030
39269030	60%	200	200030
39269040	60%	200	200030
39269040	60%	200	200030
39269050	60%	200	200030
40141000	60%	200	200030
40151200	60%	200	200030
40151900	60%	200	200030
84198110	60%	200	200030
84198999	60%	200	200030
84199040	60%	200	200030
84212911	60%	200	200030
84212990	60%	200	200030
84212990	60%	200	200030
84212990	60%	200	200030
84798912	60%	200	200030
84798999	60%	200	200030
90182010	60%	200	200030
90183111	60%	200	200030
90183119	60%	200	200030
90183190	60%	200	200030
90183211	60%	200	200030
90183212	60%	200	200030
90183213	60%	200	200030
90183219	60%	200	200030
90183220	60%	200	200030
90183910	60%	200	200030
90183921	60%	200	200030
90183922	60%	200	200030
90183923	60%	200	200030
90183925	60%	200	200030
90183926	60%	200	200030
90183929	60%	200	200030
90183929	60%	200	200030
90183929	60%	200	200030
90183929	60%	200	200030
90183929	60%	200	200030
90183929	60%	200	200030
90183929	60%	200	200030
90183930	60%	200	200030
90183991	60%	200	200030
90183999	60%	200	200030
90183991	60%	200	200030
90183999	60%	200	200030
90183999	60%	200	200030
90184911	60%	200	200030
90184912	60%	200	200030
90184919	60%	200	200030
90184920	60%	200	200030
90185090	60%	200	200030
90189010	60%	200	200030
90189021	60%	200	200030
90189040	60%	200	200030
90189040	60%	200	200030
90189095	60%	200	200030
90189099	60%	200	200030
90189099	60%	200	200030
90189099	60%	200	200030
90189099	60%	200	200030
90189099	60%	200	200030
90189099	60%	200	200030
90189099	60%	200	200030
90189099	60%	200	200030
90189099	60%	200	200030
90211010	60%	200	200030
90211020	60%	200	200030
90212900	60%	200	200030
90215000	60%	200	200030
90215000	60%	200	200030
90219011	60%	200	200030
90219012	60%	200	200030
90219012	60%	200	200030
90219019	60%	200	200030
90219019	60%	200	200030
90219019	60%	200	200030
90219019	60%	200	200030
90219019	60%	200	200030
90219019	60%	200	200030
90219080	60%	200	200030
90219089	60%	200	200030
90219091	60%	200	200030
90219091	60%	200	200030
90219091	60%	200	200030
90219091	60%	200	200030
90219091	60%	200	200030
90219099	60%	200	200030
90219099	60%	200	200030
90219099	60%	200	200030
90272012	60%	200	200030
90272021	60%	200	200030
90272029	60%	200	200030
90273011	60%	200	200030
90273019	60%	200	200030
90273020	60%	200	200030
90275020	60%	200	200030
90275050	60%	200	200030
90275090	60%	200	200030
90278100	60%	200	200030
90278999	60%	200	200030
90278999	60%	200	200030
90279010	60%	200	200030
90279091	60%	200	200030
90279093	60%	200	200030
90279099	60%	200	200030
94029010	60%	200	200030
94029020	60%	200	200030
94029090	60%	200	200030
66020000	60%	200	200031
84253110	60%	200	200031
84289090	60%	200	200031
84433222	60%	200	200031
84701000	60%	200	200031
84702900	60%	200	200031
84716053	60%	200	200031
84716090	60%	200	200031
84718000	60%	200	200031
84729099	60%	200	200031
85171100	60%	200	200031
85171300	60%	200	200031
85171410	60%	200	200031
85171431	60%	200	200031
85171432	60%	200	200031
85171439	60%	200	200031
85171441	60%	200	200031
85171449	60%	200	200031
85171490	60%	200	200031
85171830	60%	200	200031
85171890	60%	200	200031
85437099	60%	200	200031
87082999	60%	200	200031
87082999	60%	200	200031
87082999	60%	200	200031
87082999	60%	200	200031
87082999	60%	200	200031
87089910	60%	200	200031
87089910	60%	200	200031
87089910	60%	200	200031
87089910	60%	200	200031
87089910	60%	200	200031
87089910	60%	200	200031
90172000	60%	200	200031
90251990	60%	200	200031
91021110	60%	200	200031
91021190	60%	200	200031
91029100	60%	200	200031
91031000	60%	200	200031
91051100	60%	200	200031
66020000	60%	200	200031
84253110	60%	200	200031
84289090	60%	200	200031
84433222	60%	200	200031
84701000	60%	200	200031
84702900	60%	200	200031
84716053	60%	200	200031
84716090	60%	200	200031
84718000	60%	200	200031
84729099	60%	200	200031
85171100	60%	200	200031
85171300	60%	200	200031
85171410	60%	200	200031
85171431	60%	200	200031
85171432	60%	200	200031
85171439	60%	200	200031
85171441	60%	200	200031
85171449	60%	200	200031
85171490	60%	200	200031
85171830	60%	200	200031
85171890	60%	200	200031
85437099	60%	200	200031
87082999	60%	200	200031
87082999	60%	200	200031
87082999	60%	200	200031
87082999	60%	200	200031
87082999	60%	200	200031
87089910	60%	200	200031
87089910	60%	200	200031
87089910	60%	200	200031
87089910	60%	200	200031
87089910	60%	200	200031
87089910	60%	200	200031
90172000	60%	200	200031
90251990	60%	200	200031
91021110	60%	200	200031
91021190	60%	200	200031
91029100	60%	200	200031
91031000	60%	200	200031
91051100	60%	200	200031
15131900	60%	200	200033
15132911	60%	200	200033
17023011	60%	200	200033
17025000	60%	200	200033
20021000	60%	200	200033
21069090	60%	200	200033
21069090	60%	200	200033
21069090	60%	200	200033
21069090	60%	200	200033
21069090	60%	200	200033
21069090	60%	200	200033
21069090	60%	200	200033
21069090	60%	200	200033
22029900	60%	200	200033
22029900	60%	200	200033
25010090	60%	200	200033
28111990	60%	200	200033
28272010	60%	200	200033
28272090	60%	200	200033
28273110	60%	200	200033
28273190	60%	200	200033
28273993	60%	200	200033
28273995	60%	200	200033
28273998	60%	200	200033
28276012	60%	200	200033
28332100	60%	200	200033
28332970	60%	200	200033
28352200	60%	200	200033
28352400	60%	200	200033
28352400	60%	200	200033
28363000	60%	200	200033
28429000	60%	200	200033
29054400	60%	200	200033
29152100	60%	200	200033
29152910	60%	200	200033
29152990	60%	200	200033
29152990	60%	200	200033
29181400	60%	200	200033
29181610	60%	200	200033
29181990	60%	200	200033
29199090	60%	200	200033
29224110	60%	200	200033
29224190	60%	200	200033
29224210	60%	200	200033
29224910	60%	200	200033
29224990	60%	200	200033
29224990	60%	200	200033
29224990	60%	200	200033
29224990	60%	200	200033
29224990	60%	200	200033
29224990	60%	200	200033
29224990	60%	200	200033
29224990	60%	200	200033
29224990	60%	200	200033
29224990	60%	200	200033
29225039	60%	200	200033
29225039	60%	200	200033
29225099	60%	200	200033
29225099	60%	200	200033
29232000	60%	200	200033
29252919	60%	200	200033
29304010	60%	200	200033
29304090	60%	200	200033
29309039	60%	200	200033
29332992	60%	200	200033
29362113	60%	200	200033
